Product URL,Image URL,SKUs,Product Name,
,,649870165008,חטיף לחתול סלמון עם ברווז ודג קוד 50 גר (K-4),
,,649870165015,חטיף לחתול סלמון עם דג קוד 50 גר (K-4),
,,649870165022,חטיף לחתול סלמון עם קטניפ 50 גר (K-3),
,,649870165046,עצמות קטנות ללעיסה ומשחק פטס פרוג'קט (בודדות),
,,649870165060,עצמות גדולות ללעיסה ומשחק פטס פרוג'קט (בודדות),
,,649870165084,חטיף כלב מברשת שיניים דנטלי XS,
,,649870165091,חטיף כלב מברשת שיניים דנטלי L,
,,649870165114,חטיף כלב מקלון דנטלי עם ברווז/עוף,
,,649870165176,חכה עם 3 זנבות ארוכים CT227,
,,649870165183,בובות גורילה מצפצפת פטס פרוג'קט,
,,649870165190,צעצוע נשיכה לכלב בובת פיל פטס פרוג'קט,
,,649870165268,משחק לכלב בובת לטקס משקולת ספורט,
,,649870165282,משחק לכלב בובת לטקס חזיר צבעוני L,
,,649870165299,משחק לכלב בובת לטקס חזיר צבעוני S,
,,649870165312,פאוץ' אילוף לכלבים PetsProject,
,,649870165350,"כיסוי מושבי רכב לכלבים 150X144ס""מ פטס פרוג'קט",
,,649870165367,סוודר לכלב מידה XS 10 דגם PARIS כחול \ אדום,
,,649870165374,סוודר לכלב מידה S 12 דגם PARIS כחול \ אדום,
,,649870165381,סוודר לכלב מידה M 14 דגם PARIS נייבי \ אדום,
,,649870165398,סוודר לכלב מידה L 16 דגם PARIS נייבי \ אדום,
,,649870165404,סוודר לכלב מידה XL 20 דגם PARIS נייבי \ אדום,
,,649870165411,"מעיל דגם BERLIN מידה 10"" XS שחור/ורוד/סגול",
,,649870165428,"מעיל דגם BERLIN מידה 12"" S שחור/ורוד/סגול",
,,649870165435,"מעיל דגם BERLIN מידה 14"" M שחור/ורוד/סגול",
,,649870165442,"מעיל דגם BERLIN מידה 18"" L שחור/ורוד/סגול",
,,649870165459,"מעיל דגם BERLIN מידה 22"" XL שחור/ורוד/סגול",
https://all4pet.co.il/product/צעצוע-לחתול-כרית-מלבנית,https://www.all4pet.co.il/images/itempics/649870165497_20052024123033_small.jpg,649870165497,בובת כרית מלבנית לחתול (חום/ירוק/סגול),
,,649870165510,מיטה איגלו  40*50 מידה S,
,,649870165527,מיטה איגלו  50*60 מידה M,
,,649870165534,שטיחון לחתול כף רגל 60-45 סמ,
,,649870165541,שטיחון לחתול כף רגל / ינשוף /דגים,
https://all4pet.co.il/product/צעצוע-לחתול-חכה-טבעית-חיות-ים-עם-קטניפ,https://www.all4pet.co.il/images/itempics/649870165558_20052024122910_small.jpg,649870165558,חכה אוקינוס עם נוצה + קטניפ,
,,649870165565,חכה לחתול עם חרוזים ונוצה פטס פרוג'קטס,
https://just4pet.co.il/dog-equipment/רתמה-לכלב/רתמת-perfecto-מידה-xxl,https://just4pet.co.il/tn_Cat_496848_1405.webp,649870165619,רתמת PERFECT אדום/שחור XXL לכלב,
,,649870165664,נקניק קבנוס בטעם סלמון,
,,649870165756,מתקן גירוד,
,,649870165770,פלטת גירוד מעץ בצורת צפרדע/חזיר,
https://all4pet.co.il/product/חבל-לולאה--כדור,https://www.all4pet.co.il/images/itempics/649870165831_16052024135512_small.jpg,649870165831,צעצוע חבל זריקה ומשיכה לכלב עם כדור פטס פרוג'קט,
,,649870165848,צעצוע חבל לעיסה ומשיכה לכלב פטס פרוג'קט,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-מיטה-עגולה-פלאפי--xs,https://www.all4pet.co.il/images/itempics/6554_030520211431351_small.jpg,649870165855,מיטה עגולה FLUFFY (פטסלנד) XS,
,,649870165879,חכה עכבר FUZZY עם נוצות CT032,
,,649870165886,חכה לחתול בובה עם נוצה פטס פרוג'קט,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-בובת-crocodile-חיות-מים,https://www.all4pet.co.il/images/itempics/649870165909_010820241236181_small.jpg,649870165909,בובת חיות מים פטס פרוג'קט,
,,649870165916,בובת קופיף פרוותית פטס פרוג'קט,
,,649870165978,מארז 12 עכברים פרוותיים צבעוניים בתליה,
https://all4pet.co.il/product/צעצוע-לחתול-ציפור-תלויה-עם-נוצות,https://www.all4pet.co.il/images/itempics/649870165985_20052024122638_small.jpg,649870165985,עופות עם נוצות תליה (תרנגולת/אווז/ברווז),
https://all4pet.co.il/product/דונאט-באפלו-עטוף-ברווז-8-סמ-3-יח,https://www.all4pet.co.il/images/itempics/649870166012_31012023124752_small.jpg,649870166012,"דונאטס באפלו עטוף ברווז 3 יחידות 8 ס""מ",
,,649870166029,"דונאטס באפלו עטוף ברווז 2 יחידות 10 ס""מ",
https://www.bonpet.co.il/items/6837636-%D7%A8%D7%95%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%A4%D7%9C%D7%95-10-%D7%A1-%D7%9E-%D7%91%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%91%D7%A8%D7%95%D7%95%D7%96,https://d3m9l0v76dty0.cloudfront.net/system/photos/14370114/show/12c4cfe7fc8cf75ea3576eefb1b7dd9a.jpg,"649870166036, 6498701660366","רולים באפלו 10 ס""מ עטופים ברווז 5 יח'",
https://www.bonpet.co.il/items/7117985-%D7%90%D7%99%D7%92%D7%9C%D7%95-%D7%95%D7%9E%D7%99%D7%98%D7%94-%D7%A4%D7%A8%D7%95%D7%95%D7%AA%D7%99%D7%99%D7%9D-Pets-Project,https://d3m9l0v76dty0.cloudfront.net/system/photos/14865413/show/ead581aa4a784a19080ce18c2bd68e2b.jpg,649870166050,2IN1 PET CAVE מיטה / איגלו,
,,649870166067,חבל צמה משולש עם גומי PC1112,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-צעצוע-גומי-בצורת-פלוס,https://www.all4pet.co.il/images/itempics/649870166197_01082024124217_small.jpg,649870166197,צעצוע גומי FLOAT בצורת פלוס -PC1114,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-צעצוע-גומי-בצורת-כדור,https://www.all4pet.co.il/images/itempics/649870166203_01082024124344_small.jpg,649870166203,צעצוע גומי FLOAT בצורת כדור -PC1115,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-צעצוע-גומי-בצורת-מקל,https://www.all4pet.co.il/images/itempics/649870166210_01082024124015_small.jpg,649870166210,צעצוע גומי FLOAT בצורת מקל -PC1116,
,,649870166227,צעצוע גומי FLOAT בצורת משקולת -PC1117,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-בובת-tuff-חזקה,https://www.all4pet.co.il/images/itempics/649870166272_01082024124626_small.jpg,649870166272,בובה TUFF חזקה,
,,649870166296,בובת קנבס בצורת עצם עם חבל דנטלי פטסלנד,
,,649870166319,דג מתהפך נטען + castnip,
https://all4pet.co.il/product/צעצוע-לחתול---פרפרשפירית-לתלייה,https://www.all4pet.co.il/images/itempics/649870166326_30052024145828_small.jpg,649870166326,שפירית מנצנצת עם נוצות 8 פטס פרוג'קט,
,,649870166340,בובת אולטראסוניק לכלב פטסלנד,
,,649870166357,רצועה לכלב כפולה XL פטס פרוג'קט,
,,649870166364,סיגרים עור חזיר 30 יחידות,
https://all4pet.co.il/product/דונאט-6-סמ-עטוף-ברווז-3-יח,https://www.all4pet.co.il/images/itempics/649870166371_310120231244361_small.jpg,649870166371,3 עצמות דונאטס עטופות ברווז לכלב פטס פרוג'קט,
,,649870166388,חטיף כלב דונאט עטוף ברווז,
https://all4pet.co.il/product/רול-באפלו-מעושן-40-סמ-עטוף-ברווז,https://www.all4pet.co.il/images/itempics/649870166395_21022023142508_small.jpg,649870166395,"רול באפלו מעושן 40 ס""מ עטוף ברווז",
https://all4pet.co.il/product/petsland-פטסלנד-400-גרם-חטיף-בשר-לכלבים-חזה-ברווז-0,https://www.all4pet.co.il/images/itempics/649870166401_31012024120941_small.jpg,649870166401,חטיף בצנצנת חזה ברווז 400 גר,
,,649870166418,חטיף בצנצנת קוביות בקר ודג 400 גר,
https://all4pet.co.il/product/petsland-פטסלנד-400-גרם-חטיף-בשר-לכלבים-מקלון-עטוף-בסלמון-וקוד,https://www.all4pet.co.il/images/itempics/649870166425_31012024122204_small.jpg,649870166425,חטיף בצנצנת מקלון עטוף בסלמון וקוד 400 גר,
https://all4pet.co.il/product/petsland-פטסלנד-400-גרם-חטיף-בשר-לכלבים-מקלון-עטוף-בברווז-0,https://www.all4pet.co.il/images/itempics/649870166432_01052024110319_small.jpg,649870166432,חטיף בצנצנת מקלות עטופות ברווז 400 גר,
https://all4pet.co.il/product/petsland-פטסלנד-400-גרם-חטיף-בשר-לכלבים-קוביות-ברווז-ודג-קוד,https://www.all4pet.co.il/images/itempics/649870166449_31012024151649_small.jpg,649870166449,חטיף בצנצנת קוביות ברווז ודג קוד 400 גר,
https://all4pet.co.il/product/petsland-פטסלנד-400-גרם-חטיף-בשר-לכלבים-מקלון-עטוף-בעוף,https://www.all4pet.co.il/images/itempics/649870166456_31012024151443_small.jpg,649870166456,חטיף בצנצנת מקלות עטופות עוף 400 גר,
,,649870166562,"קולר חנק לכלב 50ס""מ 2 מ""מ פטס פרוג'קט",
,,649870166579,"קולר חנק לכלב 55ס""מ 2.5 מ""מ פטס פרוג'קט",
,,649870166586,"קולר חנק לכלב 60ס""מ 3 מ""מ פטס פרוג'קט",
,,649870166593,"קולר חנק לכלב 65ס""מ 3.5 מ""מ פטס פרוג'קט",
,,649870166609,"קולר חנק לכלב 70ס""מ 4 מ""מ פטס פרוג'קט",
,,649870166616,"קולר דוקרנים 55 ס""מ פטס פרוג'קט",
,,649870166630,"קולר דוקרנים 65 ס""מ פטס פרוג'קט",
,,649870166692,כפפה להורדת פרווה פטסלנד,
https://www.anipet.co.il/product/22811/%D7%9E%D7%A0%D7%94%D7%A8%D7%94-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-fun,https://cdn.modulus.co.il/anipet/649870166708.jpg?width=100&height=100&mode=pad&format=png&v=5&output=webp,649870166708,מנהרה לחתול פטסלנד,
https://all4pet.co.il/product/צעצוע-לחתול-מנהרה-superb,https://www.all4pet.co.il/images/itempics/649870166715_210520241151351_small.jpg,649870166715,"מנהרת SUPERB לחתול 125*30 ס""מ",
https://all4pet.co.il/product/צעצוע-חבל-משחק-לכלב-4-קשרים-16-אינץ,https://www.all4pet.co.il/images/itempics/649870162694_26042021123310_small.jpg,649870166722,משחק לכלב חבל כותנה 16 אינץ',
https://all4pet.co.il/product/צעצוע-חבל-משחק-לכלב-5-קשרים-24-אינץ,https://www.all4pet.co.il/images/itempics/649870162687_26042021123722_small.jpg,649870166739,משחק לכלב חבל כותנה 24 אינץ',
,,649870166746,מגשי האכלה איטית ומרגיעה פטס פרוג'קט,
,,649870166753,רתמה נגד משיכת SECURE מידה XL,
,,649870166760,רתמה נגד משיכת SECURE מידה L,
,,649870166777,רתמה נגד משיכת SECURE מידה M,
,,649870166784,רתמה שחורה עם שתי ידיות אחיזה מרופדות רוחב 2.5 סמ,
,,649870166791,"מעיל דגם ALASKA מידה 10"" XS",
,,649870166807,"מעיל דגם ALASKA מידה 12"" S",
,,649870166814,"מעיל דגם ALASKA מידה 14"" M",
,,649870166821,"מעיל דגם ALASKA מידה 18"" L",
,,649870166838,"מעיל דגם ALASKA מידה 22"" XL",
,,649870166920,סוודר דגם ברצלונה מידה 18 L,
https://all4pet.co.il/product/pets-project-פטס-פרוגקט-צעצוע-לכלב-בובת-חווה-תרנגולתפרה,https://www.all4pet.co.il/images/itempics/649870166944_16052024113936_small.jpg,649870166944,בובת צמה (אפרוח\פרה) לכלב פטסלנד,
,,649870167002,"קולר עור מרופד לכלב מידה L אורך 48 ס""מ",
,,649870167019,"קולר עור מרופד לכלב מידה XL אורך 58 ס""מ",
,,649870167026,"קולר עור מרופד לכלב מידה XXL אורך 68 ס""מ",
https://just4pet.co.il/dog-equipment/רצועה-לכלב/רצועת-עור-2-מטר-עם-2-טבעות-multi-task,https://just4pet.co.il/tn_Cat_496848_1029.jpg,649870167033,רצועת עור 2 מטר עם 2 שקלים MULTI TASK,
https://all4pet.co.il/product/נחש-אלקטרוני-חכם-נטען-עם-עינית,https://www.all4pet.co.il/images/itempics/649870167064_19052024153416_small.jpg,649870167064,נחש נטען חכם עם סנסורים JUNGLE SNAKE,
https://all4pet.co.il/product/זחל-אלקטרוני-חכם-עם-עינית,https://www.all4pet.co.il/images/itempics/649870167125_19052024154259_small.jpg,649870167125,"מקק חכם רוטט 11 ס""מ JUNGLE INSECT",
https://all4pet.co.il/product/צעצוע-לחתול-חכת-שמש,https://www.all4pet.co.il/images/itempics/649870167149_20052024122948_small.jpg,649870167149,חכת שמש לחתול פטס פרוג'קט,
https://just4pet.co.il/ציוד-בסיסי-לחתול/כלי-אוכל-ושתיה-לחתול/מתקן-האכלה-אוטומטי-5-ליטר,https://just4pet.co.il/tn_Cat_496848_1305.jpg,649870167156,מתקן אוכל אוטומטי לכלבים וחתולים 5 ליט פטס פרוג'קט,
,,649870167194,"קולר עור לכלב 61 ס""מ XL פטס פרוג'קט",
,,649870167200,חטיף כלב סיגר ברווז עם תפא,
https://www.bonpet.co.il/items/6837620-%D7%A1%D7%99%D7%92%D7%A8-%D7%91%D7%A8%D7%95%D7%95%D7%96-%D7%A2%D7%9D-%D7%AA%D7%A4%D7%95-%D7%90-%D7%95%D7%AA%D7%99%D7%A8%D7%A1,https://d3m9l0v76dty0.cloudfront.net/system/photos/14370116/show/17688fd932b120d68efa0400f8df1ebe.jpg,649870167217,"סיגר ברווז דק עם תפו""א ותירס מארז 6 יח'",
https://www.anipet.co.il/product/22979/%D7%9E%D7%92%D7%A8%D7%93%D7%AA-%D7%A7%D7%A8%D7%98%D7%95%D7%9F-%D7%A2%D7%9D-%D7%A7%D7%98%D7%A0%D7%99%D7%A4,https://cdn.modulus.co.il/anipet/649870167224.jpg?width=100&height=100&mode=pad&format=png&v=5&output=webp,649870167224,קרטון גירוד בקופסא + קטניפ,
,,649870167231,סוודר לכלב מידה L 18 דגם LA RAMBLA,
,,649870167248,סוודר לכלב מידה M 14 דגם LA RAMBLA,
,,649870167255,סוודר לכלב מידה S 12 דגם LA RAMBLA,
,,649870167262,סוודר לכלב מידה XL 22 דגם LA RAMBLA,
,,649870167279,סוודר לכלב מידה XS 10 דגם LA RAMBLA,
,,649870167286,סוודר לכלב מידה 16 L דגם PORTO EVE אפור/אדום,
,,649870167293,סוודר לכלב מידה M 14 דגם PORTO EVE אפור/אדום,
,,649870167309,סוודר לכלב מידה S 12 דגם PORTO EVE אפור/אדום,
,,649870167316,סוודר לכלב מידה XL דגם PORTO EVE אפור/אדום,
,,649870167323,סוודר לכלב מידה XS 10 דגם PORTO EVE אפור/אדום,
,,649870167330,מעיל לכלב מידה XS 10 דגם UP NORTH אפור\כחול\אדום,
,,649870167347,מעיל לכלב מידה S 12 דגם UP NORTH אפור\כחול\אדום,
,,649870167354,מעיל לכלב מידה M 14 דגם UP NORTH אפור\כחול\אדום,
,,649870167361,מעיל לכלב מידה L 18 דגם UP NORTH אפור\כחול\אדום,
,,649870167378,מעיל לכלב מידה XL 22 דגם UP NORTH אפור\כחול\אדום,
,,649870167385,ג'קט ג'ינס לכלב מידה XS 10 דגם LIVING THE DREAM,
,,649870167392,ג'קט ג'ינס לכלב מידה S 12 דגם LIVING THE DREAM,
,,649870167408,ג'קט ג'ינס לכלב מידה M 14 דגם LIVING THE DREAM,
,,649870167415,ג'קט ג'ינס לכלב מידה L 18 דגם LIVING THE DREAM,
,,649870167422,ג'קט ג'ינס לכלב מידה XL 22 דגם LIVING THE DREAM,
https://just4pet.co.il/dog-equipment/רתמה-לכלב/רתמת-quick-fit-xs,https://just4pet.co.il/tn_Cat_496848_1196.jpg,649870167439,ריתמה לכלב Quick fit XS אדום / שחור,
,,649870167446,ריתמה לכלב Quick fit S בצבעים שונים,
https://just4pet.co.il/dog-equipment/רתמה-לכלב/רתמת-quick-fit-m,https://just4pet.co.il/tn_Cat_496848_1208.jpg,649870167453,ריתמה לכלב Quick fit M אדום / שחור,
https://just4pet.co.il/dog-equipment/רתמה-לכלב/רתמת-quick-fit-l,https://just4pet.co.il/tn_Cat_496848_1214.jpg,649870167460,ריתמה לכלב Quick fit L אדום / שחור,
https://just4pet.co.il/dog-equipment/רתמה-לכלב/רתמת-quick-fit-xl,https://just4pet.co.il/tn_Cat_496848_1220.jpg,649870167477,ריתמה לכלב QUICK fit  XL בצבעים שונים,
,,649870167484,"רצועה מחזירת אור 25 מ""מ -מידה L פטס פרוג'קט",
,,649870167514,חטיף כלב פארטי דונאט 8 סמ,
,,649870167538,עצמות עטופות בקר לכלבים 500 גרם,
,,649870167545,בובת GOOD VIBE רוטטת,
,,649870167569,מיטה ELEGANT ספוג XS 42*50*20,
,,649870167576,מיטה ELEGANT ספוג S 45*60*20,
,,649870167620,מיטה דוחה מים XXL חום/שחור/אפור,
